NORAD_ID,Name
13706,SL-6 DEB
13707,SL-6 DEB
13708,SL-6 DEB
13709,SL-6 DEB
13710,SL-6 DEB
13711,SL-6 DEB
13712,SL-6 DEB
13713,SL-6 DEB
13714,SL-6 DEB
13715,SL-6 DEB
13716,SL-6 DEB
13717,SL-6 DEB
13718,METEOR 2-9
13719,SL-3 R/B
13720,SL-3 DEB
13721,SL-6 DEB
13722,SL-6 DEB
13723,COSMOS 1311 DEB
13724,COSMOS 1311 DEB
13725,COSMOS 1424
13726,SL-4 R/B
13727,COSMOS 1422 DEB
13728,COSMOS 1422 DEB
13729,COSMOS 1311 DEB
13730,COSMOS 1422 DEB
13731,COSMOS 1311 DEB
13732,COSMOS 1311 DEB
13733,COSMOS 1311 DEB
13734,COSMOS 1311 DEB
13735,COSMOS 1311 DEB
13736,OPS 9845 (DMSP 5D-2 F6)
13737,DMSP 5D-2 F6 DEB
13738,DMSP 5D-2 F6 DEB
13739,COSMOS 1425
13740,SL-4 R/B
13741,SL-4 DEB
13742,SL-4 DEB
13743,COSMOS 1311 DEB
13744,COSMOS 1311 DEB
13745,COSMOS 1426
13746,SL-4 R/B
13747,COSMOS 1402 DEB[ANTENNA]
13748,COSMOS 1402 FUEL CORE
13749,SL-4 DEB
13750,COSMOS 1427
13751,SL-8 R/B
13752,SL-4 DEB
13753,1976-023 DEB
13754,COSMOS 1425 DEB
13755,COSMOS 1425 DEB
13756,COSMOS 1425 DEB
13757,COSMOS 1428
13758,SL-8 R/B
13759,COSMOS 1275 DEB
13760,COSMOS 1275 DEB
13761,COSMOS 1429
13762,COSMOS 1430
13763,COSMOS 1431
13764,COSMOS 1432
13765,COSMOS 1433
13766,COSMOS 1434
13767,COSMOS 1435
13768,COSMOS 1436
13769,SL-8 R/B
13770,COSMOS 1437
13771,SL-3 R/B
13772,COSMOS 252 DEB
13773,DMSP 5D-2 F6 DEB
13774,DMSP 5D-2 F6 DEB
13775,COSMOS 375 DEB
13776,COSMOS 397 DEB
13777,IRAS
13778,DELTA 1 R/B
13779,COSMOS 1438
13780,SL-4 R/B
13781,COSMOS 1260 DEB
13782,SAKURA-2A (CS-2A)
13783,IRAS DEB
13784,COSMOS 1439
13785,SL-4 R/B
13786,N-2 R/B
13787,COSMOS 1438 DEB
13788,COSMOS 1438 DEB
13789,COSMOS 1438 DEB
13790,COSMOS 1438 DEB
13791,OPS 0252
13792,SSD
13793,COSMOS 1440
13794,SL-4 R/B
13795,PAGEOS 1 DEB
13796,COSMOS 1275 DEB
13797,COSMOS 1275 DEB
13798,COSMOS 1275 DEB
13799,COSMOS 1275 DEB
13800,COSMOS 1275 DEB
13801,COSMOS 1275 DEB
13802,COSMOS 1275 DEB
13803,COSMOS 1275 DEB
13804,COSMOS 1275 DEB
13805,COSMOS 1275 DEB
13806,COSMOS 1275 DEB
13807,COSMOS 1275 DEB
13808,COSMOS 1275 DEB
13809,COSMOS 1275 DEB
13810,COSMOS 1275 DEB
13811,COSMOS 1275 DEB
13812,COSMOS 1275 DEB
13813,COSMOS 1275 DEB
13814,COSMOS 1275 DEB
13815,COSMOS 1275 DEB
13816,COSMOS 1275 DEB
13817,COSMOS 1275 DEB
13818,COSMOS 1441
13819,SL-3 R/B
13820,COSMOS 1311 DEB
13821,COSMOS 1311 DEB
13822,COSMOS 1311 DEB
13823,COSMOS 1311 DEB
13824,COSMOS 1311 DEB
13825,DELTA 1 DEB
13826,DELTA 1 DEB
13827,DELTA 1 DEB
13828,COSMOS 1311 DEB
13829,TENMA (ASTRO-B)
13830,M-3S R/B
13831,COSMOS 1311 DEB
13832,COSMOS 1311 DEB
13833,COSMOS 1351 DEB
13834,ATLAS H R/B
13835,OPS 0252 DEB
13836,COSMOS 1351 DEB
13837,COSMOS 1351 DEB
13838,COSMOS 1351 DEB
13839,COSMOS 1351 DEB
13840,COSMOS 1351 DEB
13841,COSMOS 1351 DEB
13842,COSMOS 1351 DEB
13843,COSMOS 1439 DEB
13844,SSA
13845,SSB
13846,M-3S DEB
13847,COSMOS 1440 DEB
13848,COSMOS 1440 DEB
13849,OPS 0252 DEB
13850,COSMOS 1442
13851,SL-4 R/B
13852,COSMOS 1351 DEB
13853,COSMOS 1351 DEB
13854,COSMOS 1351 DEB
13855,COSMOS 1351 DEB
13856,COSMOS 1351 DEB
13857,COSMOS 1351 DEB
13858,COSMOS 1351 DEB
13859,COSMOS 1351 DEB
13860,COSMOS 1351 DEB
13861,COSMOS 1351 DEB
13862,COSMOS 1351 DEB
13863,COSMOS 1351 DEB
13864,COSMOS 1351 DEB
13865,COSMOS 1351 DEB
13866,COSMOS 1351 DEB
13867,COSMOS 1351 DEB
13868,COSMOS 1443
13869,SL-13 R/B
13870,COSMOS 1444
13871,SL-4 R/B
13872,COSMOS 1443 DEB
13873,COSMOS 1426 DEB
13874,SSC
13875,MOLNIYA 3-20
13876,SL-6 R/B(1)
13877,SL-6 PLAT
13878,EKRAN 10
13879,SL-12 R/B(1)
13880,SL-12 PLAT
13881,SL-6 DEB
13882,SL-6 R/B(2)
13883,COSMOS 1445
13884,SL-12 R/B(AUX MOTOR)
13885,SL-12 R/B(AUX MOTOR)
13886,COSMOS 1446
13887,SL-4 R/B
13888,SL-8 R/B
13889,SL-8 DEB
13890,MOLNIYA 1-56
13891,COSMOS 1444 DEB
13892,COSMOS 1444 DEB
13893,COSMOS 1444 DEB
13894,COSMOS 1444 DEB
13895,SL-6 R/B(1)
13896,SL-6 PLAT
13897,SL-6 R/B(2)
13898,SL-6 DEB
13899,SL-12 R/B(2)
13900,SL-12 R/B(2)
13901,ASTRON
13902,SL-12 R/B(AUX MOTOR)
13903,SL-12 R/B(AUX MOTOR)
13904,SL-6 DEB
13905,DELTA 1 DEB
13906,TITAN 3C TRANSTAGE DEB
13907,METEOSAT-1 AKM
13908,SL-6 DEB
13909,SL-6 DEB
13910,SL-6 DEB
13911,SL-6 DEB
13912,OV2-3
13913,SL-12 R/B(AUX MOTOR)
13914,SL-12 R/B(AUX MOTOR)
13915,DELTA 1 R/B(2)
13916,COSMOS 1447
13917,SL-8 R/B
13918,COSMOS 1260 DEB
13919,COSMOS 1260 DEB
13920,COSMOS 1260 DEB
13921,COSMOS 1260 DEB
13922,COSMOS 1260 DEB
13923,NOAA 8
13924,NOAA 8 DEB
13925,COSMOS 1174 DEB
13926,COSMOS 1174 DEB
13927,COSMOS 1174 DEB
13928,COSMOS 1174 DEB
13929,COSMOS 1174 DEB
13930,COSMOS 1174 DEB
13931,COSMOS 1174 DEB
13932,COSMOS 1174 DEB
13933,DELTA 1 DEB
13934,DELTA 1 DEB
13935,DELTA 1 DEB
13936,COSMOS 374 DEB
13937,SL-6 DEB
13938,SL-6 DEB
13939,DELTA 1 R/B(2)
13940,DELTA 1 R/B(2)
13941,THOR ABLESTAR DEB
13942,THOR ABLESTAR DEB
13943,COSMOS 886 DEB
13944,COSMOS 397 DEB
13945,COSMOS 1174 DEB
13946,COSMOS 839 DEB
13947,COSMOS 839 DEB
13948,COSMOS 970 DEB
13949,COSMOS 1448
13950,SL-8 R/B
13951,COSMOS 1446 DEB
13952,COSMOS 1446 DEB
13953,COSMOS 1446 DEB
13954,SL-12 R/B(2)
13955,COSMOS 1449
13956,SL-4 R/B
13957,TITAN 3C TRANSTAGE DEB
13958,TITAN 3C TRANSTAGE DEB
13959,COSMOS 1030 DEB
13960,COSMOS 1109 DEB
13961,COSMOS 1285 DEB
13962,SL-4 DEB
13963,SL-4 DEB
13964,MOLNIYA 1-57
13965,SL-6 R/B(1)
13966,SL-6 PLAT
13967,SL-6 R/B(2)
13968,STS 6
13969,TDRS 1
13970,IUS R/B(2)
13971,IUS R/B(1)
13972,COSMOS 1450
13973,SL-8 R/B
13974,RADUGA 12
13975,COSMOS 1451
13976,SL-12 PLAT
13977,SL-12 R/B(1)
13978,SL-4 R/B
13979,SL-12 R/B(AUX MOTOR)
13980,SL-12 R/B(AUX MOTOR)
13981,COSMOS 1397 DEB
13982,COSMOS 1397 DEB
13983,SL-12 R/B(2)
13984,SATCOM 1R
13985,DELTA R/B(1)
13986,COSMOS 1397 DEB
13987,COSMOS 1397 DEB
13988,COSMOS 1397 DEB
13989,COSMOS 1397 DEB
13990,DELTA 1 R/B(2)
13991,COSMOS 1452
13992,SL-8 R/B
13993,COSMOS 1449 DEB
13994,COSMOS 1449 DEB
13995,COSMOS 1449 DEB
13996,COSMOS 1449 DEB
13997,COSMOS 1449 DEB
13998,ATLAS CENTAUR DEB
13999,COSMOS 1191 DEB
14000,COSMOS 931 DEB
14001,OPS 2925
14002,ROHINI 3
14003,SLV-3 R/B
14004,SLV-3 DEB
14005,SL-12 R/B(2)
14006,COSMOS 1453
14007,SL-8 R/B
14008,COSMOS 1397 DEB
14009,COSMOS 1397 DEB
14010,COSMOS 1397 DEB
14011,COSMOS 1397 DEB
14012,COSMOS 1397 DEB
14013,COSMOS 1397 DEB
14014,SOYUZ-T 8
14015,SL-4 R/B
14016,COSMOS 1451 DEB
14017,COSMOS 1454
14018,COSMOS 1397 DEB
14019,COSMOS 1397 DEB
14020,COSMOS 1397 DEB
14021,COSMOS 1397 DEB
14022,COSMOS 1397 DEB
14023,COSMOS 1397 DEB
14024,COSMOS 1397 DEB
14025,COSMOS 1397 DEB
14026,COSMOS 1451 DEB
14027,COSMOS 1451 DEB
14028,SL-4 R/B
14029,SOYUZ-T 8 ORBIT MODULE
14030,SL-4 DEB
14031,COSMOS 1397 DEB
14032,COSMOS 1455
14033,SL-14 R/B
14034,COSMOS 1456
14035,COSMOS 1397 DEB
14036,SL-6 R/B(1)
14037,SL-6 PLAT
14038,SL-6 DEB
14039,COSMOS 1457
14040,SL-4 R/B
14041,SL-6 R/B(2)
14042,DELTA 1 DEB [YO]
14043,SL-6 DEB
14044,COSMOS 1458
14045,SL-4 R/B
14046,SL-4 DEB
14047,OPS 4682 DEB
14048,OPS 4682 DEB
14049,OPS 4682 DEB
14050,GOES 6
14051,DELTA 1 R/B(1)
14052,COSMOS 1335 DEB
14053,COSMOS 1335 DEB
14054,COSMOS 1335 DEB
14055,COSMOS 1335 DEB
14056,COSMOS 1335 DEB
14057,COSMOS 1459
14058,COSMOS 1460
14059,SL-8 R/B
14060,SL-4 R/B
14061,SL-4 DEB
14062,SL-4 DEB
14063,SL-4 DEB
14064,COSMOS 1461
14065,SL-11 R/B
14066,COSMOS 1458 DEB
14067,COSMOS 1458 DEB
14068,COSMOS 1335 DEB
14069,GOES 6 AKM
14070,SL-12 R/B(AUX MOTOR)
14071,COSMOS 1462
14072,SL-4 R/B
14073,SL-4 DEB
14074,SL-4 DEB
14075,COSMOS 1463
14076,SL-8 R/B
14077,INTELSAT 506
14078,COSMOS 1460 DEB
14079,COSMOS 1460 DEB
14080,COSMOS 1460 DEB
14081,ATLAS CENTAUR R/B
14082,COSMOS 1460 DEB
14083,COSMOS 1460 DEB
14084,COSMOS 1464
14085,SL-8 R/B
14086,SL-12 R/B(2)
14087,COSMOS 1465
14088,SL-8 R/B
14089,COSMOS 1466
14090,SL-4 R/B
14091,COSMOS 1465 DEB
14092,COSMOS 1465 DEB
14093,COSMOS 1465 DEB
14094,COSMOS 1465 DEB
14095,EXOSAT
14096,DELTA 1 R/B
14097,SL-4 DEB
14098,COSMOS 1462 DEB
14099,COSMOS 1462 DEB
14100,COSMOS 1467
14101,SL-4 R/B
14102,SL-4 DEB
14103,SL-4 DEB
14104,VENERA 15
14105,SL-12 R/B
14106,SL-12 PLAT
14107,VENERA 16
14108,SL-12 R/B
14109,SL-12 PLAT
14110,COSMOS 1468
14111,SL-4 R/B
14112,OPS 6432
14113,ATLAS H R/B
14114,SL-12 R/B(2)
14115,SL-12 R/B(2)
14116,COSMOS 1467 DEB
14117,SL-12 R/B(2)
14118,COSMOS 1467 DEB
14119,COSMOS 1467 DEB
14120,COSMOS 1467 DEB
14121,COSMOS 1467 DEB
14122,COSMOS 374 DEB
14123,COSMOS 1469
14124,SL-4 R/B
14125,ARIANE 1 DEB
14126,SL-4 DEB
14127,SL-4 DEB
14128,EUTELSAT 1-F1 (ECS-1)
14129,PHASE 3B (AO-10)
14130,ARIANE 1 R/B
14131,SL-6 DEB
14132,STS 7
14133,NAHUEL I2 (ANIK C2)
14134,PALAPA B1
14135,ANIK C2 R/B(PAM-D)
14136,PALAPA B1 R/B(PAM-D)
14137,OPS 0721
14138,TITAN 34D R/B
14139,OPS 3899
14140,COSMOS 1468 DEB
14141,COSMOS 1468 DEB
14142,SPAS 1
14143,GB 1
14144,GB 2
14145,OPS 6432 DEB
14146,OPS 6432 DEB
14147,COSMOS 1470
14148,SL-14 R/B
14149,COSMOS 1469 DEB
14150,COSMOS 1469 DEB
14151,ARIANE 1 DEB
14152,SOYUZ-T 9
14153,SL-4 R/B
14154,HILAT
14155,SCOUT G-1 R/B
14156,COSMOS 1471
14157,SL-4 R/B
14158,GALAXY 1
14159,DELTA 1 R/B
14160,GORIZONT 7
14161,SL-12 R/B(1)
14162,SL-12 PLAT
14163,PROGNOZ 9
14164,SL-6 R/B
14165,SL-6 PLAT
14166,SL-12 R/B(AUX MOTOR)
14167,SL-12 R/B(AUX MOTOR)
14168,GALAXY 1 R/B(PAM-D)
14169,COSMOS 1472
14170,SL-4 R/B
14171,COSMOS 1473
14172,COSMOS 1474
14173,COSMOS 1475
14174,COSMOS 1476
14175,COSMOS 1477
14176,COSMOS 1478
14177,COSMOS 1479
14178,COSMOS 1480
14179,SL-8 R/B
14180,GB 3
14181,OPS 6432 DEB
14182,COSMOS 1481
14183,SL-6 R/B(1)
14184,SL-6 PLAT
14185,COSMOS 1482
14186,SL-4 R/B
14187,SL-4 DEB
14188,SL-4 DEB
14189,NAVSTAR 8 (OPS 9794)
14190,ATLAS 75E R/B
14191,SL-6 R/B(2)
14192,COSMOS 1481 DEB
14193,SL-12 R/B(2)
14194,SL-12 R/B(2)
14195,SL-12 R/B(2)
14196,DELTA 1 R/B(2)
14197,COSMOS 1472 DEB
14198,COSMOS 1472 DEB
14199,MOLNIYA 1-58
14200,SL-6 R/B(1)
14201,SL-6 PLAT
14202,COSMOS 1472 DEB
14203,COSMOS 1472 DEB
14204,COSMOS 1483
14205,SL-4 R/B
14206,SL-6 R/B(2)
14207,COSMOS 1484
14208,SL-3 R/B
14209,SL-3 DEB
14210,COSMOS 1485
14211,SL-4 R/B
14212,COSMOS 1465 DEB
14213,COSMOS 1465 DEB
14214,COSMOS 1465 DEB
14215,COSMOS 1465 DEB
14216,SL-4 DEB
14217,COSMOS 1482 DEB
14218,COSMOS 1482 DEB
14219,COSMOS 1482 DEB
14220,COSMOS 1260 DEB
14221,COSMOS 1260 DEB
14222,SCOUT G-1 DEB
14223,SCOUT G-1 DEB
14224,SLV-3 DEB
14225,SLV-3 DEB
14226,TRANSIT 11 DEB
14227,SL-8 DEB
14228,COSMOS 1275 DEB
14229,SL-3 DEB
14230,COSMOS 1482 DEB
14231,COSMOS 1482 DEB
14232,COSMOS 1471 DEB
14233,COSMOS 1471 DEB
14234,ARABSAT-1DR (TELSTAR 3A)
14235,DELTA 1 R/B
14236,TELSTAR 3A R/B(PAM-D)
14237,OPS 7304
14238,TITAN 34B AGENA D R/B
14239,COSMOS 1483 DEB
14240,COSMOS 1486
14241,SL-8 R/B
14242,COSMOS 1483 DEB
14243,COSMOS 1483 DEB
14244,SEASAT 1 DEB
14245,COSMOS 1487
14246,SL-4 R/B
14247,COSMOS 1460 DEB
14248,SAKURA-2B (CS-2B)
14249,SL-4 DEB
14250,N-2 R/B(1)
14251,COSMOS 1488
14252,SL-4 R/B
14253,COSMOS 1485 DEB
14254,COSMOS 1485 DEB
14255,COSMOS 1485 DEB
14256,COSMOS 1489
14257,SL-4 R/B
14258,COSMOS 1490 [GLONASS]
14259,COSMOS 1491 [GLONASS]
14260,COSMOS 1492 [GLONASS]
14261,SL-12 PLAT
14262,SL-12 R/B(1)
14263,SL-4 DEB
14264,SL-12 R/B(2)
14265,COSMOS 1355 DEB
14266,COSMOS 1355 DEB
14267,COSMOS 1355 DEB
14268,COSMOS 1355 DEB
14269,COSMOS 1355 DEB
14270,COSMOS 1355 DEB
14271,COSMOS 1355 DEB
14272,COSMOS 1355 DEB
14273,COSMOS 1355 DEB
14274,COSMOS 1355 DEB
14275,COSMOS 1355 DEB
14276,COSMOS 1355 DEB
14277,SL-12 R/B(AUX MOTOR)
14278,SL-12 R/B(AUX MOTOR)
14279,COSMOS 1355 DEB
14280,COSMOS 1355 DEB
14281,COSMOS 1355 DEB
14282,COSMOS 1355 DEB
14283,PROGRESS 17
14284,SL-4 R/B
14285,COSMOS 1355 DEB
14286,COSMOS 1355 DEB
14287,N-2 R/B(2)
14288,FSW-0 5
14289,CZ-2C R/B
14290,CZ-2C DEB
14291,COSMOS 1487 DEB
14292,COSMOS 1487 DEB
14293,CZ-2C DEB
14294,CZ-2C DEB
14295,COSMOS 1487 DEB
14296,CZ-2C DEB
14297,COSMOS 1456 DEB
14298,COSMOS 1488 DEB
14299,COSMOS 1493
14300,SL-4 R/B
14301,COSMOS 1456 DEB
14302,COSMOS 1488 DEB
14303,COSMOS 1488 DEB
14304,SL-4 DEB
14305,COSMOS 1443 DEB
14306,COSMOS 1456 DEB
14307,RADUGA 13
14308,SL-12 R/B(1)
14309,SL-12 PLAT
14310,SL-12 R/B(AUX MOTOR)
14311,SL-12 R/B(AUX MOTOR)
14312,STS 8
14313,MOLNIYA 3-21
14314,SL-6 R/B(1)
14315,SL-6 PLAT
14316,COSMOS 1494
14317,SL-8 R/B
14318,INSAT-1B
14319,SL-6 R/B(2)
14320,COSMOS 1495
14321,SL-4 R/B
14322,COSMOS 1493 DEB
14323,COSMOS 1493 DEB
14324,COSMOS 1493 DEB
14325,COSMOS 1493 DEB
14326,COSMOS 1496
14327,SL-4 R/B
14328,SATCOM 2R
14329,DELTA 1 R/B
14330,COSMOS 1497
14331,SL-4 R/B
14332,SATCOM 2R R/B(PAM-D)
14333,SL-12 R/B(2)
14334,COSMOS 1498
14335,SL-4 R/B
14336,SL-4 DEB
14337,COSMOS 1495 DEB
14338,COSMOS 1495 DEB
14339,COSMOS 1499
14340,SL-4 R/B
14341,SL-4 DEB
14342,COSMOS 1355 DEB
14343,SL-6 DEB
14344,SL-8 DEB
14345,SL-8 DEB
14346,SL-8 DEB
14347,COSMOS 1488 DEB
14348,COSMOS 1220 DEB
14349,COSMOS 1220 DEB
14350,COSMOS 1220 DEB
14351,COSMOS 1220 DEB
14352,COSMOS 1220 DEB
14353,COSMOS 1220 DEB
14354,COSMOS 1220 DEB
14355,COSMOS 1220 DEB
14356,COSMOS 1275 DEB
14357,COSMOS 1275 DEB
14358,COSMOS 1275 DEB
14359,COSMOS 1275 DEB
14360,COSMOS 1275 DEB
14361,COSMOS 1275 DEB
14362,COSMOS 1275 DEB
14363,COSMOS 1275 DEB
14364,COSMOS 1275 DEB
14365,GALAXY 2
14366,DELTA 1 R/B
14367,COSMOS 1497 DEB
14368,COSMOS 1497 DEB
14369,GALAXY 2 R/B(PAM-D)
14370,COSMOS 1497 DEB
14371,COSMOS 1489 DEB
14372,COSMOS 1500
14373,SL-14 R/B
14374,COSMOS 1498 DEB
14375,COSMOS 1498 DEB
14376,COSMOS 1498 DEB
14377,EKRAN 11
14378,SL-12 R/B(1)
14379,SL-12 PLAT
14380,COSMOS 1501
14381,SL-8 R/B
14382,COSMOS 1499 DEB
14383,COSMOS 1499 DEB
14384,COSMOS 1499 DEB
14385,COSMOS 1499 DEB
14386,SALYUT 7 DEB
14387,SALYUT 7 DEB
14388,SALYUT 7 DEB
14389,SL-12 R/B(AUX MOTOR)
14390,SL-12 R/B(AUX MOTOR)
14391,COSMOS 1499 DEB
14392,SALYUT 7 DEB
14393,SALYUT 7 DEB
14394,SL-12 R/B(2)
14395,COSMOS 1502
14396,SL-8 R/B
14397,SLV-3 DEB
14398,SL-8 DEB
14399,COSMOS 1275 DEB
14400,COSMOS 1275 DEB
14401,COSMOS 1503
14402,SL-8 R/B
14403,COSMOS 1504
14404,SL-4 R/B
14405,COSMOS 1275 DEB
14406,COSMOS 1275 DEB
14407,COSMOS 1275 DEB
14408,COSMOS 1275 DEB
14409,COSMOS 1275 DEB
14410,COSMOS 249 DEB
14411,COSMOS 249 DEB
14412,COSMOS 249 DEB
14413,COSMOS 249 DEB
14414,COSMOS 249 DEB
14415,COSMOS 249 DEB
14416,COSMOS 249 DEB
14417,COSMOS 249 DEB
14418,COSMOS 252 DEB
14419,SL-12 R/B(AUX MOTOR)
14420,COSMOS 252 DEB
14421,INTELSAT 507
14422,PROGRESS 18
14423,ARIANE 1 R/B
14424,SL-4 R/B
14425,COSMOS 1505
14426,SL-4 R/B
14427,ELEKTRON 1 DEB
14428,ELEKTRON 1 DEB
14429,COSMOS 249 DEB
14430,COSMOS 249 DEB
14431,COSMOS 1220 DEB
14432,COSMOS 1220 DEB
14433,COSMOS 1220 DEB
14434,SL-6 DEB
14435,COSMOS 1355 DEB
14436,COSMOS 1355 DEB
14437,COSMOS 1260 DEB
14438,COSMOS 1260 DEB
14439,COSMOS 1275 DEB
14440,COSMOS 1275 DEB
14441,COSMOS 1275 DEB
14442,COSMOS 970 DEB
14443,COSMOS 970 DEB
14444,COSMOS 970 DEB
14445,COSMOS 970 DEB
14446,COSMOS 397 DEB
14447,COSMOS 397 DEB
14448,COSMOS 397 DEB
14449,COSMOS 1220 DEB
14450,COSMOS 1506
14451,SL-8 R/B
14452,METEOR 2-10
14453,SL-3 R/B
14454,SL-3 DEB
14455,COSMOS 1507
14456,SL-11 R/B
14457,DELTA 1 DEB
14458,DELTA 1 DEB
14459,DELTA 1 DEB
14460,DELTA 1 DEB
14461,DELTA 1 DEB
14462,DELTA 1 DEB
14463,DELTA 1 DEB
14464,DELTA 1 DEB
14465,DELTA 1 DEB
14466,THORAD AGENA D DEB
14467,THORAD AGENA D DEB
14468,THORAD AGENA D DEB
14469,THORAD AGENA D DEB
14470,DELTA 1 DEB
14471,DELTA 1 DEB
14472,DELTA 1 DEB
14473,DELTA 1 DEB
14474,THORAD DELTA 1 DEB
14475,THORAD DELTA 1 DEB
14476,DELTA 1 DEB
14477,NOAA 8 DEB
14478,THORAD AGENA D DEB
14479,THORAD AGENA D DEB
14480,DELTA 1 DEB
14481,COSMOS 1505 DEB
14482,COSMOS 1505 DEB
14483,COSMOS 1508
14484,SL-8 R/B
14485,SALYUT 7 DEB
14486,SALYUT 7 DEB
14487,SALYUT 7 DEB
14488,PROGRESS 18 DEB
14489,PROGRESS 18 DEB
14490,COSMOS 1509
14491,DELTA 1 DEB
14492,DELTA 1 DEB
14493,DELTA 1 DEB
14494,DELTA 1 DEB
14495,DELTA 1 DEB
14496,DELTA 1 DEB
14497,DELTA 1 DEB
14498,SL-4 R/B
14499,THOR ABLESTAR DEB
14500,THOR ABLESTAR DEB
14501,COSMOS 886 DEB
14502,COSMOS 886 DEB
14503,COSMOS 886 DEB
14504,COSMOS 1275 DEB
14505,DIAMANT DEB
14506,OPS 1294 (DMSP 5D-2 F7)
14507,SALYUT 7 DEB
14508,SALYUT 7 DEB
14509,DELTA 1 DEB
14510,DELTA 1 DEB
14511,COSMOS 970 DEB
14512,TANSEI-3 DEB
14513,COSMOS 1493 DEB
14514,DELTA 1 DEB [YO]
14515,OPS 4682 DEB
14516,MOLNIYA 1-59
14517,SL-6 R/B(1)
14518,SL-6 PLAT
14519,SOYUZ-T 9 ORBIT MODULE
14520,SL-6 R/B(2)
14521,COSMOS 1510
14522,SL-14 R/B
14523,STS 9
14524,INSAT-1B R/B(PAM-D)
14525,DELTA 1 DEB
14526,DELTA 1 DEB
14527,COSMOS 375 DEB
14528,ATLAS CENTAUR 2 DEB
14529,ATLAS CENTAUR 2 DEB
14530,COSMOS 1511
14531,SL-4 R/B
14532,GORIZONT 8
14533,SL-12 R/B(1)
14534,SL-12 PLAT
14535,COSMOS 1509 DEB
14536,COSMOS 1509 DEB
14537,SL-12 R/B(AUX MOTOR)
14538,SL-12 R/B(AUX MOTOR)
14539,COSMOS 1509 DEB
14540,COSMOS 1509 DEB
14541,COSMOS 1509 DEB
14542,COSMOS 1512
14543,SL-4 R/B
14544,SL-4 DEB
14545,SL-4 DEB
14546,COSMOS 1513
14547,SL-8 R/B
14548,SL-12 R/B(2)
14549,COSMOS 1514
14550,SL-4 R/B
14551,COSMOS 1515
14552,SL-14 R/B
14553,DMSP 5D-2 F7 DEB
14554,DMSP 5D-2 F7 DEB
14555,COSMOS 1275 DEB
14556,COSMOS 1275 DEB
14557,COSMOS 1275 DEB
14558,COSMOS 1275 DEB
14559,DELTA 1 DEB
14560,COSMOS 1505 DEB
14561,COSMOS 1505 DEB
14562,COSMOS 1497 DEB
14563,DELTA 1 DEB
14564,DELTA 1 DEB
14565,DELTA 1 DEB
14566,M-3S DEB
14567,M-3S DEB
14568,SL-8 DEB
14569,N-1 DEB
14570,MOLNIYA 3-22
14571,SL-6 R/B(1)
14572,SL-6 PLAT
14573,COSMOS 1512 DEB
14574,COSMOS 1512 DEB
14575,COSMOS 1512 DEB
14576,COSMOS 1512 DEB
14577,COSMOS 1453 DEB
14578,COSMOS 1453 DEB
14579,COSMOS 1512 DEB
14580,COSMOS 1512 DEB
14581,COSMOS 1512 DEB
14582,SL-6 R/B(2)
14583,COSMOS 1516
14584,SL-4 R/B
14585,COSMOS 1517
14586,SL-8 R/B
14587,COSMOS 1518
14588,SL-6 R/B(1)
14589,SL-6 PLAT
14590,COSMOS 1519 [GLONASS]
14591,COSMOS 1520 [GLONASS]
14592,COSMOS 1521 [GLONASS]
14593,SL-12 R/B(1)
14594,SL-12 PLAT
14595,SL-12 R/B(2)
14596,SL-6 R/B(2)
14597,COSMOS 1453 DEB
14598,COSMOS 1453 DEB
14599,COSMOS 1405 DEB
14600,COSMOS 1405 DEB
14601,COSMOS 1405 DEB
14602,COSMOS 1405 DEB
14603,COSMOS 1405 DEB
14604,COSMOS 1405 DEB
14605,COSMOS 1405 DEB
14606,COSMOS 1405 DEB
14607,SL-12 R/B(AUX MOTOR)
14608,SL-12 R/B(AUX MOTOR)
14609,DMSP 5D-2 F7 DEB
14610,DMSP 5D-2 F7 DEB
14611,COSMOS 1522
14612,COSMOS 1523
14613,COSMOS 1524
14614,COSMOS 1525
14615,COSMOS 1526
14616,COSMOS 1527
14617,COSMOS 1528
14618,COSMOS 1529
14619,SL-8 R/B
14620,DELTA 1 DEB
14621,DELTA 1 DEB
14622,COSMOS 1530
14623,SL-4 R/B
14624,COSMOS 1531
14625,SL-8 R/B
14626,COSMOS 1275 DEB
14627,COSMOS 1275 DEB
14628,COSMOS 1275 DEB
14629,COSMOS 1275 DEB
14630,COSMOS 1275 DEB
14631,SL-3 DEB
14632,SL-3 DEB
14633,DIAMANT DEB
14634,COSMOS 1532
14635,SL-4 R/B
14636,COSMOS 1405 DEB
14637,COSMOS 1405 DEB
14638,COSMOS 1405 DEB
14639,COSMOS 1405 DEB
14640,COSMOS 1405 DEB
14641,COSMOS 1405 DEB
14642,COSMOS 1405 DEB
14643,COSMOS 1405 DEB
14644,COSMOS 1405 DEB
14645,COSMOS 1405 DEB
14646,COSMOS 1405 DEB
14647,COSMOS 1405 DEB
14648,COSMOS 1405 DEB
14649,COSMOS 1405 DEB
14650,COSMOS 1405 DEB
14651,COSMOS 1405 DEB
14652,COSMOS 1405 DEB
14653,COSMOS 1405 DEB
14654,COSMOS 1405 DEB
14655,COSMOS 1405 DEB
14656,COSMOS 1405 DEB
14657,COSMOS 1405 DEB
14658,COSMOS 1405 DEB
14659,YURI-2A (BS-2A)
14660,N-2 R/B(1)
14661,COSMOS 1530 DEB
14662,COSMOS 1530 DEB
14663,COSMOS 1530 DEB
